Address: 0x00001804, Set: 0x0, Miss, Tag: 0x00000c
Address: 0x00001600, Set: 0x0, Miss, Tag: 0x00000b
Address: 0x00000072, Set: 0x3, Hit, Tag: 0x000000
Address: 0x00001220, Set: 0x1, Hit, Tag: 0x000009
Address: 0x00000517, Set: 0x8, Miss, Tag: 0x000002
Address: 0x00001485, Set: 0x4, Hit, Tag: 0x00000a
Address: 0x00000463, Set: 0x3, Miss, Tag: 0x000002
Address: 0x00000036, Set: 0x1, Miss, Tag: 0x000000
Address: 0x00001981, Set: 0xc, Hit, Tag: 0x00000c
Address: 0x00000249, Set: 0x2, Miss, Tag: 0x000001
Address: 0x00000398, Set: 0xc, Miss, Tag: 0x000001
Address: 0x00000733, Set: 0x9, Miss, Tag: 0x000003
Address: 0x00000922, Set: 0x9, Miss, Tag: 0x000004
Address: 0x00000997, Set: 0xc, Miss, Tag: 0x000004
Address: 0x00001006, Set: 0x0, Miss, Tag: 0x000008
Address: 0x00001066, Set: 0x3, Miss, Tag: 0x000008
Address: 0x00002047, Set: 0x2, Miss, Tag: 0x000010
Address: 0x00001830, Set: 0x1, Hit, Tag: 0x00000c
Address: 0x00000202, Set: 0x0, Miss, Tag: 0x000001
Address: 0x00000867, Set: 0x3, Miss, Tag: 0x000004
Address: 0x00000262, Set: 0x3, Hit, Tag: 0x000001
Address: 0x00001385, Set: 0xc, Miss, Tag: 0x000009
Address: 0x00000308, Set: 0x8, Hit, Tag: 0x000001
Address: 0x00001718, Set: 0x8, Hit, Tag: 0x00000b
Address: 0x00001973, Set: 0xb, Hit, Tag: 0x00000c
Address: 0x00001611, Set: 0x0, Hit, Tag: 0x00000b
Address: 0x00000481, Set: 0x4, Hit, Tag: 0x000002
Address: 0x00001310, Set: 0x8, Miss, Tag: 0x000009
Address: 0x00001514, Set: 0x8, Hit, Tag: 0x00000a
Address: 0x00001216, Set: 0x0, Miss, Tag: 0x000009
Address: 0x00001799, Set: 0xc, Miss, Tag: 0x00000b
Address: 0x00001751, Set: 0xa, Miss, Tag: 0x00000b
Address: 0x00000768, Set: 0xb, Miss, Tag: 0x000003
Address: 0x00001871, Set: 0x3, Miss, Tag: 0x00000c
Address: 0x00000923, Set: 0x9, Miss, Tag: 0x000004
Address: 0x00001285, Set: 0x4, Hit, Tag: 0x000009
Address: 0x00001308, Set: 0x8, Hit, Tag: 0x000009
Address: 0x00001387, Set: 0xc, Hit, Tag: 0x000009
Address: 0x00001321, Set: 0x9, Miss, Tag: 0x000009
Address: 0x00001241, Set: 0x2, Miss, Tag: 0x000009
Address: 0x00001636, Set: 0x1, Hit, Tag: 0x00000b
Address: 0x00001720, Set: 0x9, Miss, Tag: 0x00000b
Address: 0x00001975, Set: 0xb, Hit, Tag: 0x00000c
Address: 0x00000510, Set: 0x8, Miss, Tag: 0x000002
Address: 0x00000669, Set: 0x3, Miss, Tag: 0x000003
Address: 0x00000933, Set: 0x9, Miss, Tag: 0x000004
Address: 0x00001577, Set: 0xb, Miss, Tag: 0x00000a
Address: 0x00000668, Set: 0x3, Miss, Tag: 0x000003
Address: 0x00000715, Set: 0x8, Miss, Tag: 0x000003
Address: 0x00001779, Set: 0xb, Miss, Tag: 0x00000b
Address: 0x00001535, Set: 0x9, Miss, Tag: 0x00000a
Address: 0x00000977, Set: 0xb, Hit, Tag: 0x000004
Address: 0x00001116, Set: 0x8, Miss, Tag: 0x000008
Address: 0x00001844, Set: 0x2, Miss, Tag: 0x00000c
Address: 0x00000647, Set: 0x2, Miss, Tag: 0x000003
Address: 0x00001042, Set: 0x2, Miss, Tag: 0x000008
Address: 0x00001407, Set: 0x0, Miss, Tag: 0x00000a
Address: 0x00001128, Set: 0x9, Miss, Tag: 0x000008
Address: 0x00000304, Set: 0x8, Hit, Tag: 0x000001
Address: 0x00000873, Set: 0x3, Hit, Tag: 0x000004
Address: 0x00000296, Set: 0x4, Miss, Tag: 0x000001
Address: 0x00000055, Set: 0x2, Miss, Tag: 0x000000
Address: 0x00000577, Set: 0xb, Miss, Tag: 0x000002
Address: 0x00001064, Set: 0x3, Hit, Tag: 0x000008
Address: 0x00001926, Set: 0x9, Miss, Tag: 0x00000c
Address: 0x00001500, Set: 0x8, Hit, Tag: 0x00000a
Address: 0x00000302, Set: 0x8, Hit, Tag: 0x000001
Address: 0x00001187, Set: 0xc, Hit, Tag: 0x000008
Address: 0x00000839, Set: 0x1, Miss, Tag: 0x000004
Address: 0x00001623, Set: 0x1, Hit, Tag: 0x00000b
Address: 0x00000380, Set: 0xc, Miss, Tag: 0x000001
Address: 0x00000427, Set: 0x1, Hit, Tag: 0x000002
Address: 0x00001295, Set: 0x4, Hit, Tag: 0x000009
Address: 0x00000307, Set: 0x8, Hit, Tag: 0x000001
Address: 0x00000938, Set: 0x9, Hit, Tag: 0x000004
Address: 0x00001964, Set: 0xb, Hit, Tag: 0x00000c
Address: 0x00001240, Set: 0x2, Hit, Tag: 0x000009
Address: 0x00000467, Set: 0x3, Miss, Tag: 0x000002
Address: 0x00000585, Set: 0xc, Hit, Tag: 0x000002
Address: 0x00001955, Set: 0xa, Hit, Tag: 0x00000c
Address: 0x00000198, Set: 0xc, Miss, Tag: 0x000000
Address: 0x00000072, Set: 0x3, Miss, Tag: 0x000000
Address: 0x00000884, Set: 0x4, Hit, Tag: 0x000004
Address: 0x00001314, Set: 0x8, Hit, Tag: 0x000009
Address: 0x00001916, Set: 0x8, Miss, Tag: 0x00000c
Address: 0x00001531, Set: 0x9, Miss, Tag: 0x00000a
Address: 0x00000308, Set: 0x8, Hit, Tag: 0x000001
Address: 0x00001275, Set: 0x3, Miss, Tag: 0x000009
Address: 0x00000612, Set: 0x0, Hit, Tag: 0x000003
Address: 0x00000613, Set: 0x0, Hit, Tag: 0x000003
Address: 0x00000101, Set: 0x8, Miss, Tag: 0x000000
Address: 0x00000908, Set: 0x8, Miss, Tag: 0x000004
Address: 0x00000668, Set: 0x3, Hit, Tag: 0x000003
Address: 0x00000678, Set: 0x3, Hit, Tag: 0x000003
Address: 0x00001973, Set: 0xb, Hit, Tag: 0x00000c
Address: 0x00000547, Set: 0xa, Hit, Tag: 0x000002
Address: 0x00000130, Set: 0x9, Miss, Tag: 0x000000
Address: 0x00000227, Set: 0x1, Miss, Tag: 0x000001
Address: 0x00001734, Set: 0x9, Hit, Tag: 0x00000b
Address: 0x00000970, Set: 0xb, Hit, Tag: 0x000004
Address: 0x00001850, Set: 0x2, Hit, Tag: 0x00000c
Address: 0x00000066, Set: 0x3, Hit, Tag: 0x000000
Address: 0x00001397, Set: 0xc, Hit, Tag: 0x000009
Address: 0x00001098, Set: 0x4, Miss, Tag: 0x000008
Address: 0x00000374, Set: 0xb, Hit, Tag: 0x000001
Address: 0x00000287, Set: 0x4, Miss, Tag: 0x000001
Address: 0x00001014, Set: 0x0, Miss, Tag: 0x000008
Address: 0x00001614, Set: 0x0, Hit, Tag: 0x00000b
Address: 0x00000754, Set: 0xa, Miss, Tag: 0x000003
Address: 0x00001599, Set: 0xc, Miss, Tag: 0x00000a
Address: 0x00001522, Set: 0x9, Hit, Tag: 0x00000a
Address: 0x00000952, Set: 0xa, Hit, Tag: 0x000004
Address: 0x00001672, Set: 0x3, Miss, Tag: 0x00000b
Address: 0x00000358, Set: 0xa, Miss, Tag: 0x000001
Address: 0x00000219, Set: 0x0, Miss, Tag: 0x000001
Address: 0x00001540, Set: 0xa, Miss, Tag: 0x00000a
Address: 0x00001890, Set: 0x4, Miss, Tag: 0x00000c
Address: 0x00000527, Set: 0x9, Miss, Tag: 0x000002
Address: 0x00000768, Set: 0xb, Miss, Tag: 0x000003
Address: 0x00000454, Set: 0x2, Miss, Tag: 0x000002
Address: 0x00001140, Set: 0xa, Miss, Tag: 0x000008
Address: 0x00000869, Set: 0x3, Miss, Tag: 0x000004
Address: 0x00001362, Set: 0xb, Miss, Tag: 0x000009
Address: 0x00001809, Set: 0x0, Miss, Tag: 0x00000c
Address: 0x00001547, Set: 0xa, Hit, Tag: 0x00000a
Address: 0x00001287, Set: 0x4, Hit, Tag: 0x000009
Address: 0x00000308, Set: 0x8, Miss, Tag: 0x000001
Address: 0x00001677, Set: 0x3, Miss, Tag: 0x00000b
Address: 0x00001514, Set: 0x8, Hit, Tag: 0x00000a
Address: 0x00002042, Set: 0x2, Miss, Tag: 0x000010
Address: 0x00000599, Set: 0xc, Hit, Tag: 0x000002
Address: 0x00001317, Set: 0x8, Hit, Tag: 0x000009
Address: 0x00000060, Set: 0x3, Hit, Tag: 0x000000
Address: 0x00001997, Set: 0xc, Miss, Tag: 0x00000c
Address: 0x00000367, Set: 0xb, Hit, Tag: 0x000001
Address: 0x00000434, Set: 0x1, Miss, Tag: 0x000002
Address: 0x00000236, Set: 0x1, Hit, Tag: 0x000001
